no,username,password,symbol,side,volume,sl,tp,type,price
101,cheng_malcolm32@outlook.com,58392add48,USDJPY,BUY,0.01,152,0,LIMIT,154
102,damarcus-yee1@outlook.com,d70a2a94fe,USDJPY,BUY,0.01,152,0,LIMIT,154
103,danae-dempsey94@outlook.com,8d3322508a,USDJPY,BUY,0.01,152,0,LIMIT,154
104,deal-ginger74@outlook.com,9c4b715604,USDJPY,BUY,0.01,152,0,LIMIT,154
105,dooley_malik20@outlook.com,85becd9521,USDJPY,BUY,0.01,152,0,LIMIT,154
106,farrell_maxine58@outlook.com,e25ecaa7dc,USDJPY,BUY,0.01,152,0,LIMIT,154
107,flood-blaine71@outlook.com,f54ef673ef,USDJPY,BUY,0.01,152,0,LIMIT,154
108,ida-moser21@outlook.com,5cec234847,USDJPY,BUY,0.01,152,0,LIMIT,154
109,javion-rankin39@outlook.com,33ad002008,USDJPY,BUY,0.01,152,0,LIMIT,154
110,kaylie_nguyen5@outlook.com,e90f57dce0,USDJPY,BUY,0.01,152,0,LIMIT,154
111,love_donovan24@outlook.com,26dc701400,USDJPY,BUY,0.01,152,0,LIMIT,154
112,magnolia_nolan93@outlook.com,0a23d05f28,USDJPY,BUY,0.01,152,0,LIMIT,154
113,marcell-khan95@outlook.com,ce0ffc2e52,USDJPY,BUY,0.01,152,0,LIMIT,154
114,marquise_whitaker37@outlook.com,1b82ba9965,USDJPY,BUY,0.01,152,0,LIMIT,154
115,maynard_samuel11@outlook.com,d7b71543b5,USDJPY,BUY,0.01,152,0,LIMIT,154
116,mccarty_eryn27@outlook.com,1790613232,USDJPY,BUY,0.01,152,0,LIMIT,154
117,mckenna-rishi93@outlook.com,a707ef49e2,USDJPY,BUY,0.01,152,0,LIMIT,154
118,moon_enoch31@outlook.com,035ccea402,USDJPY,BUY,0.01,152,0,LIMIT,154
119,pierson-art11@outlook.com,15fb1535f9,USDJPY,BUY,0.01,152,0,LIMIT,154
120,richards_kiara9@outlook.com,097d2c90b1,USDJPY,BUY,0.01,152,0,LIMIT,154
121,rutherford_edwina39@outlook.com,0551044cdd,USDJPY,BUY,0.01,152,0,LIMIT,154
122,snell_zackery16@outlook.com,3dd1c37d30,USDJPY,BUY,0.01,152,0,LIMIT,154
123,song_ace41@outlook.com,10eb8a86c2,USDJPY,BUY,0.01,152,0,LIMIT,154
